Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 1,5,2,0,2,0,12,0,0,1,0,0,0
ICC-Absentee by Mail - 3,4,1,1,1,1,1,1,0,1,0,0,0
ICC-Absentee by Mail - 2,4,3,0,1,0,11,0,0,2,2,0,0
AV-Richmond Hill ICP 1 - 0,1410,658,31,271,77,778,15,59,96,120,45,74
AV-Pembroke ICP 1 - 0,408,112,3,33,9,169,4,11,17,15,7,20
ICC-Absentee by Mail - 4,3,1,0,0,0,11,0,0,4,0,0,0
ICC-Absentee by Mail - 5,0,1,0,0,0,1,0,0,1,0,0,0
ED-Lanier ICP 1 - 0,86,37,1,6,1,34,0,2,3,1,4,8
ED-Harn Community Center ICP 1 - 0,147,50,2,21,2,68,2,3,7,9,3,8
ED-First Baptist Church ICP 1 - 0,90,33,1,21,9,127,4,8,13,25,7,16
ED-Timber Trail ICP 1 - 0,92,36,2,28,7,86,3,5,7,33,8,6
ED-Wetlands Center ICP 1 - 0,179,86,1,48,4,50,2,2,10,20,7,8
ED-New Beginnings ICP 1 - 0,216,122,3,60,13,90,1,9,8,19,10,2
ED-Spirit of Peace Lutheran Church ICP 1 - 0,213,129,8,72,15,88,2,9,8,28,6,10
ED-Devaul Henderson Park Gym ICP 1 - 0,137,92,5,34,10,151,4,19,14,34,6,17
ED-Daniel Siding ICP 1 - 0,128,87,1,31,6,52,0,1,9,7,1,8
ED-Olive Branch Baptist ICP 1 - 0,183,60,2,30,4,37,1,8,10,15,6,3
ICC-Provisional - 1,1,1,0,0,0,0,0,0,0,0,0,0
