Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,25
Absentee by Mail,ICC-Absentee by Mail - 2,25
Absentee by Mail,ICC-Absentee by Mail - 3,25
Absentee by Mail,ICC-Absentee by Mail - 4,25
Absentee by Mail,ICC-Absentee by Mail - 5,25
Absentee by Mail,ICC-Absentee by Mail - 6,22
Absentee by Mail,ICC-Absentee by Mail - 7,25
Absentee by Mail,ICC-Absentee by Mail - 8,25
Absentee by Mail,ICC-Absentee by Mail - 9,25
Absentee by Mail,ICC-Absentee by Mail - 10,25
Absentee by Mail,ICC-Absentee by Mail - 11,25
Absentee by Mail,ICC-Absentee by Mail - 12,25
Absentee by Mail,ICC-Absentee by Mail - 13,25
Absentee by Mail,ICC-Absentee by Mail - 14,8
Absentee by Mail,ICC-Absentee by Mail - 15,3
Advance Voting,AV-Civic Center ICP 2 - 0,863
Advance Voting,AV-Civic Center ICP 1 - 0,793
Advance Voting,AV-VR Office ICP 1 - 0,5112
Advance Voting,AV-Advance North ICP 1 - 0,471
Advance Voting,AV-Advance South ICP 1 - 0,313
Election Day,ED-Allatoona ICP 1 - 0,575
Election Day,ED-Woodland ICP 1 - 0,228
Election Day,ED-Cartersville East ICP 2 - 0,751
Election Day,ED-Zena Drive ICP 1 - 0,575
Election Day,ED-Cassville ICP 1 - 0,435
Election Day,ED-Mission Road ICP 1 - 0,515
Election Day,ED-Folsom ICP 1 - 0,281
Election Day,ED-Emerson ICP 1 - 0,580
Election Day,ED-White ICP 1 - 0,461
Election Day,ED-Cartersville West ICP 1 - 0,1183
Election Day,ED-Cartersville West ICP 2 - 0,129
Election Day,ED-Adairsville ICP 2 - 0,889
Election Day,ED-Taylorsville ICP 1 - 0,572
Election Day,ED-Euharlee ICP 1 - 0,795
Election Day,ED-Hamilton Crossing ICP 2 - 0,910
Election Day,ED-Kingston ICP 1 - 0,478
Election Day,ED-Center ICP 1 - 0,701
Election Day,ED-Pine Log ICP 1 - 0,430
Absentee by Mail,ICC-Absentee by Mail - 16,1
Provisional,ICC-Provisional - 1,4
