Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,58
Absentee by Mail,ICC-Absentee by Mail - 2,49
Absentee by Mail,ICC-Absentee by Mail - 3,55
Absentee by Mail,ICC-Absentee by Mail - 4,2
Absentee by Mail,ICC-Absentee by Mail - 5,20
Absentee by Mail,ICC-Absentee by Mail - 6,2
Advance Voting,AV-Elections Office ICP 1 - 0,1506
Advance Voting,AV-Elections Office ICP 2 - 0,1063
Election Day,ED-Danielsville ICP 1 - 0,130
Election Day,ED-Danielsville ICP 2 - 0,276
Election Day,ED-Poca ICP 1 - 0,215
Election Day,ED-Harrison ICP 1 - 0,153
Election Day,ED-Collins ICP 1 - 0,136
Election Day,ED-Ila ICP 1 - 0,303
Election Day,ED-Paoli ICP 1 - 0,71
Election Day,ED-Comer ICP 1 - 0,309
Election Day,ED-Mill ICP 1 - 0,335
Election Day,ED-Fork ICP 1 - 0,115
Election Day,ED-Colbert ICP 1 - 0,199
Election Day,ED-Colbert ICP 2 - 0,370
Election Day,ED-Hull ICP 2 - 0,437
Election Day,ED-Hull ICP 1 - 0,318
Election Day,ED-Pittman ICP 1 - 0,412
Provisional,ICC-Provisional - 1,4
