Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee By Mail 1 - 9,50
Absentee by Mail,ICC-Absentee By Mail 5 - 12,50
Absentee by Mail,ICC-Absentee By Mail 4 - 12,50
Absentee by Mail,ICC-Absentee By Mail 7 - 9,50
Absentee by Mail,ICC-Absentee By Mail 1 - 10,62
Absentee by Mail,ICC-Absentee By Mail 5 - 1,49
Absentee by Mail,ICC-Absentee By Mail 5 - 2,50
Absentee by Mail,ICC-Absentee By Mail 5 - 3,49
Absentee by Mail,ICC-Absentee By Mail 5 - 4,49
Absentee by Mail,ICC-Absentee By Mail 5 - 5,49
Absentee by Mail,ICC-Absentee By Mail 5 - 6,48
Absentee by Mail,ICC-Absentee By Mail 5 - 7,50
Absentee by Mail,ICC-Absentee By Mail 5 - 8,50
Absentee by Mail,ICC-Absentee By Mail 5 - 9,60
Absentee by Mail,ICC-Absentee By Mail 5 - 10,50
Absentee by Mail,ICC-Absentee By Mail 5 - 11,50
Absentee by Mail,ICC-Absentee By Mail 6 - 1,50
Absentee by Mail,ICC-Absentee By Mail 6 - 2,48
Absentee by Mail,ICC-Absentee By Mail 6 - 3,49
Absentee by Mail,ICC-Absentee By Mail 6 - 4,50
Absentee by Mail,ICC-Absentee By Mail 6 - 5,50
Absentee by Mail,ICC-Absentee By Mail 6 - 6,49
Absentee by Mail,ICC-Absentee By Mail 6 - 7,50
Absentee by Mail,ICC-Absentee By Mail 6 - 8,53
Absentee by Mail,ICC-Absentee By Mail 6 - 9,48
Absentee by Mail,ICC-Absentee By Mail 4 - 1,49
Absentee by Mail,ICC-Absentee By Mail 4 - 2,48
Absentee by Mail,ICC-Absentee By Mail 4 - 3,50
Absentee by Mail,ICC-Absentee By Mail 4 - 4,20
Absentee by Mail,ICC-Absentee By Mail 4 - 5,50
Absentee by Mail,ICC-Absentee By Mail 4 - 6,50
Absentee by Mail,ICC-Absentee By Mail 4 - 7,50
Absentee by Mail,ICC-Absentee By Mail 4 - 8,50
Absentee by Mail,ICC-Absentee By Mail 4 - 9,50
Absentee by Mail,ICC-Absentee By Mail 4 - 10,50
Absentee by Mail,ICC-Absentee By Mail 4 - 11,48
Absentee by Mail,ICC-Absentee By Mail 3 - 1,49
Absentee by Mail,ICC-Absentee By Mail 3 - 2,48
Absentee by Mail,ICC-Absentee By Mail 3 - 3,47
Absentee by Mail,ICC-Absentee By Mail 3 - 4,49
Absentee by Mail,ICC-Absentee By Mail 3 - 5,46
Absentee by Mail,ICC-Absentee By Mail 3 - 6,50
Absentee by Mail,ICC-Absentee By Mail 1 - 1,49
Absentee by Mail,ICC-Absentee By Mail 1 - 2,50
Absentee by Mail,ICC-Absentee By Mail 1 - 3,49
Absentee by Mail,ICC-Absentee By Mail 1 - 4,48
Absentee by Mail,ICC-Absentee By Mail 1 - 5,48
Absentee by Mail,ICC-Absentee By Mail 1 - 6,50
Absentee by Mail,ICC-Absentee By Mail 1 - 7,50
Absentee by Mail,ICC-Absentee By Mail 1 - 8,49
Absentee by Mail,ICC-Absentee By Mail 7 - 1,49
Absentee by Mail,ICC-Absentee By Mail 7 - 2,49
Absentee by Mail,ICC-Absentee By Mail 7 - 3,50
Absentee by Mail,ICC-Absentee By Mail 7 - 4,50
Absentee by Mail,ICC-Absentee By Mail 7 - 5,50
Absentee by Mail,ICC-Absentee By Mail 7 - 6,50
Absentee by Mail,ICC-Absentee By Mail 7 - 7,50
Absentee by Mail,ICC-Absentee By Mail 7 - 8,50
Absentee by Mail,ICC-Absentee By Mail 3 - 7,49
Absentee by Mail,ICC-Absentee By Mail 4 - 13,50
Absentee by Mail,ICC-Absentee By Mail 1 - 11,49
Absentee by Mail,ICC-Absentee By Mail 3 - 8,50
Absentee by Mail,ICC-Absentee By Mail 4 - 14,50
Absentee by Mail,ICC-Absentee By Mail 3 - 9,50
Absentee by Mail,ICC-Absentee By Mail 4 - 15,50
Absentee by Mail,ICC-Absentee By Mail 1 - 12,48
Absentee by Mail,ICC-Absentee By Mail 3 - 10,66
Absentee by Mail,ICC-Absentee By Mail 4 - 16,50
Absentee by Mail,ICC-Absentee By Mail 1 - 13,50
Absentee by Mail,ICC-Absentee By Mail 3 - 11,46
Absentee by Mail,ICC-Absentee By Mail 1 - 14,49
Absentee by Mail,ICC-Absentee By Mail 4 - 17,26
Absentee by Mail,ICC-Absentee By Mail 3 - 12,52
Absentee by Mail,ICC-Absentee By Mail 4 - 18,71
Absentee by Mail,ICC-Absentee By Mail 1 - 15,50
Absentee by Mail,ICC-Absentee By Mail 5 - 13,50
Absentee by Mail,ICC-Absentee By Mail 3 - 13,49
Absentee by Mail,ICC-Absentee By Mail 5 - 14,50
Absentee by Mail,ICC-Absentee By Mail 4 - 19,50
Absentee by Mail,ICC-Absentee By Mail 1 - 16,48
Absentee by Mail,ICC-Absentee By Mail 3 - 14,49
Absentee by Mail,ICC-Absentee By Mail 4 - 20,49
Absentee by Mail,ICC-Absentee By Mail 5 - 15,50
Absentee by Mail,ICC-Absentee By Mail 1 - 17,26
Absentee by Mail,ICC-Absentee By Mail 3 - 15,50
Absentee by Mail,ICC-Absentee By Mail 4 - 21,50
Absentee by Mail,ICC-Absentee By Mail 5 - 16,50
Absentee by Mail,ICC-Absentee By Mail 1 - 18,50
Absentee by Mail,ICC-Absentee By Mail 4 - 22,54
Absentee by Mail,ICC-Absentee By Mail 4 - 23,8
Absentee by Mail,ICC-Absentee By Mail 4 - 24,50
Absentee by Mail,ICC-Absentee By Mail 4 - 25,49
Absentee by Mail,ICC-Absentee By Mail 4 - 26,36
Absentee by Mail,ICC-Absentee By Mail 4 - 27,48
Absentee by Mail,ICC-Absentee By Mail 4 - 28,50
Absentee by Mail,ICC-Absentee By Mail 4 - 29,49
Absentee by Mail,ICC-Absentee By Mail 5 - 17,49
Absentee by Mail,ICC-Absentee By Mail 1 - 19,48
Absentee by Mail,ICC-Absentee By Mail 3 - 16,38
Absentee by Mail,ICC-Absentee By Mail 1 - 20,50
Absentee by Mail,ICC-Absentee By Mail 5 - 18,49
Absentee by Mail,ICC-Absentee By Mail 3 - 17,49
Absentee by Mail,ICC-Absentee By Mail 3 - 18,2
Advance Voting,AV-Mountain Park ICP 2B 79-156 - 0,1002
