Container,Batch Name,Number of Ballots
Advance Voting,AV-LCC ICP 1 - 0,1665
Advance Voting,AV-Elections Office ICP 1 - 0,3561
Absentee by Mail,ICC-Absentee by Mail - 1,17
Absentee by Mail,ICC-Absentee by Mail - 2,13
Absentee by Mail,ICC-Absentee by Mail - 3,9
Absentee by Mail,ICC-Absentee by Mail - 4,1
Absentee by Mail,ICC-Absentee by Mail - 5,18
Absentee by Mail,ICC-Absentee by Mail - 6,22
Absentee by Mail,ICC-Absentee by Mail - 7,14
Absentee by Mail,ICC-Absentee by Mail - 8,31
Absentee by Mail,ICC-Absentee by Mail - 9,9
Absentee by Mail,ICC-Absentee by Mail - 10,17
Absentee by Mail,ICC-Absentee by Mail - 11,32
Absentee by Mail,ICC-Absentee by Mail - 12,13
Absentee by Mail,ICC-Absentee by Mail - 13,23
Absentee by Mail,ICC-Absentee by Mail - 14,2
Absentee by Mail,ICC-Absentee by Mail - 15,1
Election Day,ED-Memorial Drive East ICP 1 - 0,147
Election Day,ED-Performing Arts Center ICP 1 - 0,221
Election Day,ED-Hinesville ICP 1 - 0,321
Election Day,ED-Progressive Church ICP 1 - 0,170
Election Day,ED- Liberty College & Career Academy ICP 1 - 0,321
Election Day,ED-Gum Branch ICP 1 - 0,336
Election Day,ED-Riceboro Youth Center ICP 1 - 0,185
Election Day,ED-Fleming East ICP 1 - 0,353
Election Day,ED-Liberty Co Complex ICP 1 - 0,672
Election Day,ED-Town of Allenhurst ICP 1 - 0,181
Election Day,ED-Lewis Frasier School ICP 1 - 0,210
Election Day,ED-Lyman Hall Schoo7 ICP 1 - 0,312
Provisional,ICC-Provisional - 1,5
