Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,25
Absentee by Mail,ICC-Absentee by Mail - 2,25
Absentee by Mail,ICC-Absentee by Mail - 3,25
Absentee by Mail,ICC-Absentee by Mail - 4,14
Absentee by Mail,ICC-Absentee by Mail - 5,19
Advance Voting,AV-Elections Office ICP 1 - 0,1609
Election Day,ED-Rhine ICP 1 - 0,262
Election Day,ED-Plain ICP 1 - 0,171
Election Day,ED-Milan ICP 1 - 0,75
Election Day,ED-Eastman ICP 1 - 0,542
Election Day,ED- Gresston ICP 1 - 0,316
Election Day,ED-Chauncey ICP 1 - 0,215
Election Day,ED-Chester ICP 1 - 0,206
