Container,Batch Name,Number of Ballots
Advance Voting,AV - Elections Office ICP 1 - 0,1493
Absentee by Mail,ICC - Absentee by Mail - 1,25
Absentee by Mail,ICC - Absentee by Mail - 2,25
Absentee by Mail,ICC - Absentee by Mail - 3,25
Election Day,ED - Lavonia ICP 1 - 0,390
Election Day,ED - Southwest Franklin ICP 1 - 0,448
Election Day,ED - Royston ICP 1 - 0,310
Election Day,ED - West Franklin ICP 1 - 0,296
Election Day,ED - Canon ICP 1 - 0,215
Election Day,ED - Northeast Franklin ICP 1 - 0,497
Election Day,ED - Carnesville ICP 1 - 0,425
