Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee By Mail - 1,48
Absentee by Mail,ICC - Absentee By Mail - 2,50
Absentee by Mail,ICC - Absentee By Mail - 3,50
Absentee by Mail,ICC - Absentee By Mail - 4,50
Absentee by Mail,ICC - Absentee By Mail - 5,50
Absentee by Mail,ICC - Absentee By Mail - 6,50
Absentee by Mail,ICC - Absentee By Mail - 7,50
Absentee by Mail,ICC - Absentee By Mail - 8,50
Absentee by Mail,ICC - Absentee By Mail - 9,50
Absentee by Mail,ICC - Absentee By Mail - 10,49
Absentee by Mail,ICC - Absentee By Mail - 11,50
Absentee by Mail,ICC - Absentee By Mail - 12,50
Absentee by Mail,ICC - Absentee By Mail - 13,50
Absentee by Mail,ICC - Absentee By Mail - 14,50
Absentee by Mail,ICC - Absentee By Mail - 15,50
Absentee by Mail,ICC - Absentee By Mail - 16,50
Absentee by Mail,ICC - Absentee By Mail - 17,49
Absentee by Mail,ICC - Absentee By Mail - 18,50
Absentee by Mail,ICC - Absentee By Mail - 19,50
Absentee by Mail,ICC - Absentee By Mail - 20,50
Absentee by Mail,ICC - Absentee By Mail - 21,49
Absentee by Mail,ICC - Absentee By Mail - 22,50
Absentee by Mail,ICC - Absentee By Mail - 23,50
Absentee by Mail,ICC - Absentee By Mail - 24,50
Absentee by Mail,ICC - Absentee By Mail - 25,13
Absentee by Mail,ICC - Absentee By Mail - 26,41
Absentee by Mail,ICC - Absentee By Mail - 27,2
Absentee by Mail,ICC - Absentee By Mail - 28,9
Absentee by Mail,ICC - Absentee By Mail - 29,16
Advance Voting,AV-So Cherokee Rec Center ICP 1 - 0,6100
Advance Voting,AV-Hickory Flat Lib ICP 1 - 0,4677
Advance Voting,AV-Ballground Public Lib ICP 1 - 0,1860
Advance Voting,AV-The Buzz Rec Ctr ICP 1 - 0,2550
Advance Voting,AV-Elections Office ICP 1 - 0,5835
Advance Voting,AV-Rose Creek Lib ICP 1 - 0,5162
Advance Voting,AV-Oak Grove Fire Station ICP 1 - 0,1672
Election Day,ED-Rosecreek ICP 1 - 0,606
Election Day,ED-Bradshaw ICP 1 - 0,697
Election Day,ED-Conns Creek ICP 1 - 0,285
Election Day,ED-R M Moore ICP 1 - 0,597
Election Day,ED-Union Hill ICP 1 - 0,804
Election Day,ED-Salacoa ICP 1 - 0,187
Election Day,ED-Air Acres ICP 1 - 0,517
Election Day,ED-Ball Ground ICP 1 - 0,555
Election Day,ED-Mountain Road ICP 1 - 0,612
Election Day,ED-Airport ICP 1 - 0,883
Election Day,ED-Liberty ICP 1 - 0,1028
Election Day,ED-Bascomb ICP 1 - 0,629
Election Day,ED-Canton ICP 1 - 0,255
Election Day,ED-Avery ICP 1 - 0,644
Election Day,ED-Holly Springs ICP 1 - 0,400
Election Day,ED-Sutallee ICP 1 - 0,642
Election Day,ED-Toonigh ICP 1 - 0,849
Election Day,ED-Hickory Log ICP 1 - 0,1089
Election Day,ED-Hillside ICP 1 - 0,510
Election Day,ED-Wildcat ICP 1 - 0,547
Election Day,ED-Macedonia ICP 2 - 0,819
Election Day,ED-Booth ICP 1 - 0,606
Election Day,ED-Dixie ICP 1 - 0,723
Election Day,ED-Bells ICP 1 - 0,672
Election Day,ED-Oak Grove ICP 1 - 0,425
Election Day,ED-River Green ICP 1 - 0,1193
Election Day,ED-Bridgemill ICP 1 - 0,707
Election Day,ED-Hickory Flat ICP 1 - 0,1063
Election Day,ED-Arnold Mill ICP 1 - 0,802
Election Day,ED-Sixes ICP 1 - 0,565
Election Day,ED-Univeter ICP 1 - 0,733
Election Day,ED-Waleska ICP 1 - 0,624
Election Day,ED-Woodstock ICP 1 - 0,883
Election Day,ICC - Election Day - 1,369
Election Day,ICC - Election Day - 2,322
Election Day,ICC - Election Day - 3,290
Election Day,ICC - Election Day - 4,1
Election Day,ED-Victoria ICP 1 - 0,426
Election Day,ED-Clark Creek ICP 1 - 0,783
Election Day,ED-Woodlands ICP 1 - 0,466
Election Day,ED-Carmel ICP 1 - 0,682
Election Day,ED-Lickskillet ICP 2 - 0,915
Election Day,ED-Hightower ICP 1 - 0,480
Election Day,ED-Free Home ICP 1 - 0,774
Election Day,ED-Deer Run ICP 1 - 0,609
Provisional,ICC - Provisional - 1,25
Absentee by Mail,ICC - Absentee By Mail - 30,1
