Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee By Mail - 1,6
Absentee by Mail,ICC - Absentee By Mail - 2,25
Absentee by Mail,ICC - Absentee By Mail - 5,25
Absentee by Mail,ICC - Absentee By Mail - 10,24
Absentee by Mail,ICC - Absentee By Mail - 4,25
Absentee by Mail,ICC - Absentee By Mail - 8,25
Absentee by Mail,ICC - Absentee By Mail - 7,25
Absentee by Mail,ICC - Absentee By Mail - 6,25
Absentee by Mail,ICC - Absentee By Mail - 9,25
Absentee by Mail,ICC - Absentee By Mail - 3,25
Advance Voting,AV-Courthouse ICP 1 - 0,1669
Advance Voting,AV-Courthouse ICP 2 - 0,1717
Absentee by Mail,ICC - Absentee By Mail - 11,1
Absentee by Mail,ICC - Absentee By Mail - 12,3
Election Day,ED-5A ICP 1 - 0,132
Election Day,ED-1A ICP 1 - 0,206
Election Day,ED-ES ICP 1 - 0,191
Election Day,ED-6A ICP 1 - 0,119
Election Day,ED-3A ICP 1 - 0,428
Election Day,ED-CA ICP 1 - 0,326
Election Day,ED-FI ICP 1 - 0,375
Election Day,ED-CO ICP 1 - 0,285
Election Day,ED-GL ICP 1 - 0,400
Election Day,ED-AN ICP 1 - 0,225
Election Day,ED-TR ICP 1 - 0,366
Election Day,ED-TH ICP 1 - 0,596
Election Day,ED-UT ICP 1 - 0,256
Election Day,ED-LT ICP 1 - 0,280
Election Day,ED-WS ICP 1 - 0,436
Election Day,ED-MC ICP 1 - 0,376
Election Day,ED-TI ICP 1 - 0,167
Election Day,ED-2A ICP 1 - 0,455
Election Day,ED-DG ICP 1 - 0,668
Election Day,ED-4A ICP 1 - 0,454
Election Day,ED-NI ICP 1 - 0,494
Election Day,ED-PG ICP 1 - 0,706
Election Day,ED-VA ICP 1 - 0,527
Election Day,ED-VA ICP 2 - 0,526
