Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,25
Absentee by Mail,Absentee By Mail ICC - 2,25
Absentee by Mail,Absentee By Mail ICC - 3,14
Absentee by Mail,Absentee By Mail ICC - 4,10
Advance Voting,AV-Elections Office ICP 1 - 0,1517
Election Day,ED-Kendrick ICP 1 - 0,76
Election Day,ED-Brinson ICP 1 - 0,137
Election Day,ED-Bainbridge-Fairgrounds ICP 1 - 0,330
Election Day,ED-West Bainbridge ICP 1 - 0,213
Election Day,ED-Joe L. Sweet Jr. Community Center ICP 1 - 0,173
Election Day,ED-Recovery ICP 1 - 0,107
Election Day,ED-Mt. Pleasant ICP 1 - 0,91
Election Day,ED-Kirbo Center ICP 1 - 0,421
Election Day,ED-Climax ICP 1 - 0,172
Election Day,ED-Attapulgus ICP 1 - 0,237
